device_info_serial,date_time,latitude,longitude,altitude,pressure,temperature,satellites_used,gps_fixtime,positiondop,h_accuracy,v_accuracy,x_speed,y_speed,z_speed,speed_accuracy,location,userflag,speed_3d,speed_2d,direction,altitude_agl
2002,5/13/2013 15:54,52.9193654,5.44079,7,\N,14.9,\N,56.4,7.2,9.1,7.5,-0.07,0,-0.02,1.2,0101000020E6100000889D29745EC315407709F3C3AD754A40,0,0.072801099,0.044037815,8.668409036,9
2002,5/13/2013 16:57,52.9166718,5.4430946,4,\N,19.3,\N,38,2.8,12.7,7.8,3.12,6.53,-3.42,1.18,0101000020E610000006234097BAC515402E15658055754A40,0,8.004479996,7.989952162,129.0541803,4
2002,5/13/2013 17:57,52.9445086,5.4974518,0,\N,20.6,\N,12.7,2.6,12.7,18.4,-0.73,-2.09,-1.74,1,0101000020E61000006858310164FD154037E565A8E5784A40,0,2.81577698,2.03403131,-98.73264711,2
2002,5/13/2013 18:58,52.9444823,5.4973533,8,\N,15.8,\N,41.9,2,7.8,9,-0.37,0.21,-0.29,0.54,0101000020E6100000103BF82E4AFD15404F13C7CBE4784A40,0,0.514878626,0.265336114,67.13125785,10
2002,5/13/2013 19:58,52.9439713,5.4848429,27,\N,13.4,\N,13.5,2.6,8,43.8,-1.27,0,-1.27,1.79,0101000020E61000008CCA3CA87AF015406AEE320DD4784A40,0,1.796051224,0.272153968,26.48945584,28
2002,5/13/2013 20:59,52.9444467,5.4974152,9,\N,12.3,\N,13.8,3.9,23.3,24.8,-2.46,-1.05,-0.65,1.73,0101000020E6100000192202695AFD154056A824A1E3784A40,0,2.752562443,1.831389585,-26.23247493,11
2002,5/13/2013 22:00,52.9444906,5.4973447,-2,\N,10.4,\N,27.2,3.6,5.2,7.7,-0.21,0.01,-0.67,0.63,0101000020E6100000115BD5ED47FD154091306711E5784A40,0,0.702210795,0.239573532,172.7890555,0
2002,5/13/2013 23:00,52.9445367,5.4973695,-2,\N,9.2,\N,10.7,2.1,6.9,9.7,-0.47,0.05,-0.67,0.48,0101000020E61000008A1C226E4EFD1540962F1E94E6784A40,0,0.819939022,0.10077562,109.8365367,0
2002,5/14/2013 0:00,52.9444387,5.4973714,-3,\N,8.1,\N,14.1,4,27,21.2,-1.01,-1.26,-0.98,1.17,0101000020E6100000E9DCA3ED4EFD1540D3C9085EE3784A40,0,1.888941503,1.197756188,-75.09325461,-1
2002,5/14/2013 1:01,52.9445563,5.4974577,15,\N,7,\N,22.4,2.1,4.4,9.5,-0.21,-0.08,-0.35,0.54,0101000020E6100000D292228D65FD15408ADD8838E7784A40,0,0.415932687,0.070594108,-122.5373876,17
2002,5/14/2013 2:02,52.9445771,5.4971625,24,\N,7,\N,38.7,1.9,9.5,8.2,-0.15,0.06,0.02,0.55,0101000020E6100000BE30992A18FD1540778604E7E7784A40,0,0.162788206,0.146707224,30.33423779,26
2002,5/14/2013 3:03,52.9445651,5.4972078,20,\N,6.9,\N,12.3,2.5,15.3,15.5,-0.28,-0.1,-0.81,0.72,0101000020E6100000B243A10A24FD1540B3B85A82E7784A40,0,0.862844134,0.268074461,-164.2609685,22
2002,5/14/2013 4:04,52.9445311,5.4972708,-2,\N,7,\N,39.4,2.2,6.3,6.5,-0.25,-0.07,-0.14,0.48,0101000020E6100000E5057D8E34FD154007472465E6784A40,0,0.294957624,0.128029806,-20.92652755,0
2002,5/14/2013 5:04,52.9431679,5.4856378,3,\N,10,\N,10.1,2.5,14.5,17.7,-0.26,0.24,-0.98,1.05,0101000020E610000039CE12094BF115408991CAB9B9784A40,0,1.041921302,0.481074022,146.7519599,4
2002,5/14/2013 6:06,52.9244947,5.4333586,-2,\N,15.1,\N,13.5,2.2,12.3,8.5,-0.64,-0.14,-0.02,0.7,0101000020E6100000EAC2595BC2BB1540A4E9A2D755764A40,0,0.655438784,0.512928124,-8.833907989,2
2002,5/14/2013 7:08,52.9244736,5.4333652,-1,\N,18,\N,38.7,1.5,3.9,5.2,-0.07,-0.03,-0.16,0.36,0101000020E6100000E3E54416C4BB1540F801A32655764A40,0,0.177200451,0.045049841,-148.9485543,3
2002,5/14/2013 8:08,52.9194145,5.4407478,7,\N,15,\N,9.3,1.7,8.2,9.6,-0.56,-0.19,-0.66,0.49,0101000020E6100000C3222B6453C31540EE7BD45FAF754A40,0,0.886171541,0.149171019,-65.78593443,9
2002,5/14/2013 9:08,52.9193766,5.4407944,5,\N,29.8,\N,7.7,4.2,12.1,13.4,-0.94,-0.84,-0.92,0.8,0101000020E61000002E0A719B5FC3154095DAE621AE754A40,0,1.560640894,0.789530547,-71.1278373,7
2002,5/14/2013 10:09,52.9250057,5.4440548,8,\N,24.1,\N,28,1.9,4.6,8.3,-0.35,-0.33,-0.5,0.44,0101000020E6100000FC862E4DB6C615408A0E379666764A40,0,0.69382995,0.295309647,-89.70193678,9
2002,5/14/2013 11:09,52.9249722,5.4441092,5,\N,15.5,\N,7.6,2.2,9,10,-0.52,-0.54,-1.01,0.76,0101000020E61000003069E78FC4C61540C65A327D65764A40,0,1.257815567,0.512244334,-107.6137535,6
2002,5/14/2013 12:09,52.9238866,5.4424176,10,\N,35.9,\N,10,4.6,35.2,15.9,0.06,0.01,0.07,1.01,0101000020E610000001B38C1E09C51540381B86EA41764A40,0,0.092736185,0.00753289,145.5228436,12
2002,5/14/2013 13:10,52.9239568,5.4424308,-2,\N,25.3,\N,54,2.9,5.8,10,-0.08,-0.07,-0.1,0.64,0101000020E6100000F4F862940CC515405A75673744764A40,0,0.145945195,0.062682471,-82.16151938,0
2002,5/14/2013 14:10,52.9251446,5.4420774,5,\N,25.6,\N,7.8,2,12,13.8,-0.37,-0.61,-0.76,0.59,0101000020E6100000ED331DF0AFC41540178964236B764A40,0,1.042401074,0.584229706,-101.6666625,7
2002,5/14/2013 15:11,52.9242085,5.442503,7,\N,24.4,\N,40,3.5,10.7,17,-0.51,-0.78,-0.27,0.79,0101000020E61000000E87A5811FC51540B517D1764C764A40,0,0.970257698,0.787995029,-67.51887709,8
2002,5/14/2013 16:12,52.9238789,5.4430903,-1,\N,28.8,\N,34.4,2.4,6.1,6.7,-0.12,-0.08,-0.32,0.51,0101000020E610000006B3AE76B9C51540737BEEA941764A40,0,0.350998575,0.114200108,-143.2952601,0
2002,5/14/2013 17:12,52.9238916,5.4431118,3,\N,23.4,\N,11.1,2.6,11.9,19.4,-0.24,-0.41,-2.63,1.33,0101000020E610000003E38519BFC515404986771442764A40,0,2.672564312,1.41731753,-164.221933,4
2002,5/14/2013 18:12,52.9250534,5.4430977,5,\N,18.8,\N,14.5,2.9,13.6,35,-0.21,-0.32,-0.37,1.75,0101000020E610000035BB4967BBC51540DD065A2668764A40,0,0.532353266,0.300351691,-96.12507498,6
2002,5/14/2013 19:13,52.9248496,5.4427304,4,\N,24.7,\N,31.7,2,7.1,10.1,-0.29,0.08,-0.18,0.55,0101000020E6100000AEC7331E5BC51540FEDBC07861764A40,0,0.350570963,0.157738052,42.78628561,5
2002,5/14/2013 20:13,52.9270022,5.4415894,5,\N,20.6,\N,10.3,2,7.4,16.3,-12.12,-4.26,9.16,0.58,0101000020E6100000820AFD0230C41540F7281202A8764A40,0,15.77807339,15.77669628,-11.30025207,7
2002,5/14/2013 21:16,52.9304345,5.4378546,-3,\N,21,\N,42.5,2.3,16.5,7,-0.12,0.33,-0.54,0.72,0101000020E6100000D69CCDF45CC01540F9484A7A18774A40,0,0.644127317,0.424992618,126.8940027,0
2002,5/14/2013 22:17,52.9304836,5.4381485,-3,\N,23.9,\N,11.2,5,15.7,14.3,-0.99,1.16,-0.95,0.82,0101000020E6100000732A1900AAC0154070BB2B161A774A40,0,1.796719232,1.254944654,84.23723555,0
2002,5/14/2013 23:17,52.9305215,5.4379113,0,\N,25.9,\N,28.4,5.2,37.8,23.3,-0.77,0.69,-0.12,2.7,0101000020E61000000432E0D16BC01540C85C19541B774A40,0,1.040865025,0.902593364,57.33799694,3
2002,5/15/2013 0:18,52.9305172,5.4379876,-6,\N,27.1,\N,29.9,2.2,6.9,9.9,-0.29,0.01,-0.85,0.61,0101000020E6100000D03648D27FC01540C82E07301B774A40,0,0.898164796,0.285238273,172.4581094,-3
2002,5/15/2013 1:18,52.9304707,5.4380953,-8,\N,23.4,\N,10.4,2.4,20.4,12.5,-0.49,0.49,-1.12,0.8,0101000020E61000000F20E80D9CC015407031F5A919774A40,0,1.317042141,0.62426354,121.1540305,-5
2002,5/15/2013 2:19,52.9302021,5.4382336,-9,\N,23.4,\N,11.8,4.3,19.3,12.4,0.1,0.4,-1.58,1.03,0101000020E61000008C08104FC0C01540D415C7DC10774A40,0,1.63291151,1.130984189,159.8973764,-6
2002,5/15/2013 3:19,52.9294052,5.4381854,-6,\N,25.6,\N,13.2,3.4,16.3,11.9,-0.93,-3.81,-1.27,1.38,0101000020E6100000B6566AACB3C01540BD5DE5BFF6764A40,0,4.122365826,3.713913576,-85.96626965,-5
2002,5/15/2013 4:20,52.9239001,5.4426728,3,\N,24.2,\N,39.4,3.5,10.6,16.1,-0.18,0,-1.17,0.79,0101000020E6100000A450BB044CC51540B422C55B42764A40,0,1.183765179,0.562660176,178.261191,4
2002,5/15/2013 5:20,52.9255784,5.4425121,6,\N,23.9,\N,10.1,4.6,10.1,24.9,-1.08,-0.78,-1.3,1.15,0101000020E61000004E5656E421C5154027F15E5A79764A40,0,1.861397325,0.687067375,-78.82864839,7
2002,5/15/2013 6:20,52.9237286,5.4425144,-1,\N,23.6,\N,40.2,3.8,13.4,16.5,-0.9,0.14,-0.26,0.93,0101000020E61000004809B07E22C515409FB01FBD3C764A40,0,0.947206419,0.591801102,22.3176434,0
2002,5/15/2013 7:21,52.9238825,5.4430969,-2,\N,26.4,\N,21.8,7.7,11.8,26.2,-1.63,-0.1,-1.12,1.21,0101000020E6100000FFD59931BBC51540616C21C841764A40,0,1.98022726,0.629368846,5.019641137,-1
2002,5/15/2013 8:22,52.9239153,5.4430953,-4,\N,25,\N,33.2,2,8.8,11.4,-1.13,0.48,-0.6,0.77,0101000020E6100000950B3AC6BAC5154013E346DB42764A40,0,1.366491859,0.769214573,49.51248093,-3
2002,5/15/2013 9:22,52.9243343,5.4428087,-8,\N,18.2,\N,9.8,1.9,7.7,13.1,-0.15,-0.02,-0.12,0.8,0101000020E61000007F89D3A46FC5154018891A9650764A40,0,0.193132079,0.048638695,-6.708654368,-7
2002,5/15/2013 10:23,52.923928,5.4428944,-1,\N,18.3,\N,25,5.2,21.1,28.5,-0.5,-0.26,-0.49,1.99,0101000020E610000080530E1C86C51540E9EDCF4543764A40,0,0.746793144,0.243772624,-60.13548497,0
2002,5/15/2013 11:24,52.9238766,5.4430772,1,\N,30.2,\N,42.4,1.8,\N,\N,\N,\N,\N,\N,0101000020E6100000BB698E07B6C515401445A39641764A40,0,\N,\N,\N,2
2002,5/15/2013 12:24,52.9238501,5.4430752,-2,\N,29.2,\N,9,4.1,16.2,13.9,-0.86,0.05,-1.72,0.83,0101000020E6100000B5AC5681B5C5154003F456B840764A40,0,1.923668371,0.381041638,159.8355067,-1
2002,5/15/2013 13:26,52.9252309,5.4430386,-1,\N,29.1,\N,11.4,2.5,18.7,12.8,-1.48,-0.14,-0.43,0.97,0101000020E6100000677627E9ABC51540D45F54F76D764A40,0,1.547546445,0.926860423,0.062949309,0
2002,5/15/2013 14:26,52.9243397,5.4427573,-5,\N,36.7,\N,49.6,2.6,14.6,11.8,-0.22,-0.17,-0.19,0.75,0101000020E6100000D4426E2B62C515407DF266C350764A40,0,0.336749165,0.165376336,-63.7850752,-4
2002,5/15/2013 15:27,52.9237904,5.4424654,-3,\N,30,\N,31.7,3.9,43.7,39.6,0.08,0.31,-0.4,5.42,0101000020E61000003C725AA615C51540EC2D8AC33E764A40,0,0.512347538,0.445298722,137.4693902,-1
2002,5/15/2013 16:28,52.9237879,5.4424319,0,\N,30.8,\N,38.5,3,6.8,9.2,-0.29,-0.19,-0.24,0.62,0101000020E61000001DD434DE0CC51540637891AE3E764A40,0,0.421663373,0.190079263,-58.25225602,2
2002,5/15/2013 17:28,52.9237527,5.4425074,-7,\N,24.4,\N,8.1,4.3,17.6,18.6,-0.02,-0.93,-1.85,0.99,0101000020E6100000B4F3ECA820C51540BD0B4A873D764A40,0,2.070700365,1.382961215,-138.081964,-6
2002,5/15/2013 18:29,52.9223041,5.4420819,0,\N,17.8,\N,25.4,2.3,9.5,9.4,6.02,6.01,-3.92,0.44,0101000020E61000003A9D1A1EB1C41540BD3B8D0F0E764A40,0,9.36626393,9.329480161,144.5428369,2
2002,5/15/2013 19:29,52.9237316,5.442636,-4,\N,25,\N,8.9,4.8,15.1,13.5,-0.48,0.15,-0.67,1.09,0101000020E61000000821205F42C5154011244AD63C764A40,0,0.837735042,0.197803257,99.91095417,-3
2002,5/15/2013 20:29,52.9239134,5.4430916,2,\N,21.3,\N,24.2,2.7,9.9,8.5,0.02,0.01,-0.55,0.65,0101000020E61000007D87ECCDB9C5154008AB56CB42764A40,0,0.550454358,0.348316057,178.67443,3
2002,5/15/2013 21:30,52.9237248,5.4429795,-10,\N,20.8,\N,14.8,4.1,29.5,17.8,-0.37,-0.05,-2.05,1.35,0101000020E61000009831056B9CC5154088403F9D3C764A40,0,2.08372263,0.938362692,-179.1037245,-9
2002,5/15/2013 22:30,52.9238667,5.4429902,0,\N,20.5,\N,23,3.2,12,11.6,-0.22,0.4,-0.73,0.62,0101000020E610000043CB15399FC51540852E974341764A40,0,0.860987805,0.512852081,125.2019131,1
2002,5/15/2013 23:30,52.9238095,5.4428989,6,\N,18.9,\N,8.6,4.3,23.4,13.5,-0.67,0.69,-0.54,0.85,0101000020E6100000CDBC0B4A87C51540F71DC3633F764A40,0,1.10299592,0.766153442,78.37620966,7
2002,5/16/2013 0:30,52.9238896,5.4431562,-5,\N,19.2,\N,21.9,4,14.8,33.7,-0.38,0.15,-1.22,1.49,0101000020E61000001B1428BDCAC51540A98EB00342764A40,0,1.286584626,0.482111244,157.387561,-4
2002,5/16/2013 1:31,52.9238387,5.4430908,-5,\N,19.5,\N,38.2,3.3,16.2,12.7,0.16,0.02,-0.78,1.08,0101000020E610000048A23C98B9C51540BBA3B55840764A40,0,0.79649231,0.598853627,179.5471912,-4
2002,5/16/2013 2:32,52.9238615,5.4430836,-9,\N,19.3,\N,32.6,1.8,8.1,8.6,-0.18,-0.05,-0.28,0.42,0101000020E610000066930DB5B7C515404A44F81741764A40,0,0.336600654,0.039444707,-124.0021823,-8
2002,5/16/2013 3:32,52.9238775,5.4430751,-5,\N,21.6,\N,10.3,2.3,9.2,10.6,-0.44,-0.34,-0.82,0.49,0101000020E61000000EB0A07AB5C515405001309E41764A40,0,0.990757286,0.319762837,-111.8796255,-4
2002,5/16/2013 4:32,52.9238809,5.4430786,-4,\N,22.8,\N,16.6,4,26.9,32.9,-0.06,-0.11,-0.05,1.87,0101000020E6100000D83A8265B6C515401473B5BA41764A40,0,0.134907376,0.106979051,-76.02498709,-3
2002,5/16/2013 5:33,52.9240766,5.4431921,2,\N,15.2,\N,18.1,4.3,27,20,-0.48,-11.35,0.98,1.21,0101000020E6100000DB615D26D4C51540DBFF5B2448764A40,0,11.40233748,11.40128018,-80.75830589,3
2002,5/16/2013 6:34,52.9237037,5.4430941,-6,\N,26.3,\N,25.3,2.7,10.5,9.5,-0.15,-0.54,-0.5,0.54,0101000020E6100000C433B275BAC51540DB583FEC3B764A40,0,0.751065909,0.542111935,-105.1233966,-5
2002,5/16/2013 7:34,52.9237532,5.4428146,-10,\N,28.5,\N,18.8,5.1,8.3,8.1,-0.04,-0.05,-0.07,0.99,0101000020E6100000EAC3C43071C51540A5C97B8B3D764A40,0,0.09486833,0.046458605,-98.22713949,-9
2002,5/16/2013 8:35,52.9238837,5.4430549,-1,\N,31.3,\N,23.3,1.6,5.8,7,-0.29,0.12,-0.29,0.38,0101000020E61000008854072FB0C515405B6732D241764A40,0,0.427317212,0.154122008,72.47343999,0
2002,5/16/2013 9:35,52.9238399,5.4430641,7,\N,29.1,\N,7.7,1.9,7.8,12.8,-1.92,-0.09,-1.17,0.72,0101000020E61000006F206E98B2C51540B59EC66240764A40,0,2.250199991,0.831546134,6.388826996,8
2002,5/16/2013 10:35,52.9237783,5.4429512,-4,\N,24.9,\N,19.1,2.3,5.9,8.1,-0.34,-0.09,-0.39,0.86,0101000020E610000055E5D6FF94C5154093A0095E3E764A40,0,0.52516664,0.070920028,-53.95621963,-3
2002,5/16/2013 11:35,52.9237635,5.4423894,-2,\N,24.9,\N,9.6,2.7,17.4,8.8,-1.46,-1.73,0.2,1.03,0101000020E6100000646314BA01C5154087DEE2E13D764A40,0,2.27255363,2.12115957,-48.29955688,0
2002,5/16/2013 12:36,52.9237001,5.4426327,3,\N,27.5,\N,38.8,2.9,9,19.7,-0.75,-0.49,-1.12,1.09,0101000020E61000008B8FAA8141C51540ED670CCE3B764A40,0,1.434224529,0.418812612,-95.81955924,4
2002,5/16/2013 13:36,52.9236838,5.4427289,7,\N,21,\N,8.4,2.3,6.7,8.9,-0.44,-0.54,-0.45,0.5,0101000020E6100000E9F989B95AC51540296C50453B764A40,0,0.829276793,0.509918995,-76.50057572,8
2002,5/16/2013 14:37,52.9236846,5.4426338,-4,\N,23.1,\N,21.9,1.6,8.1,7.1,-0.59,-0.78,-0.48,0.65,0101000020E6100000B56A7CCB41C51540D068064C3B764A40,0,1.089449402,0.758889084,-71.70334401,-3
2002,5/16/2013 15:37,52.9236377,5.4427658,11,\N,20.4,\N,19.2,5.7,9,8.7,-0.11,-0.69,-0.68,0.89,0101000020E61000002C26DB6564C51540246D99C239764A40,0,0.974987179,0.728488117,-111.7863245,12
2002,5/16/2013 16:38,52.9237071,5.4426143,-4,\N,20.1,\N,30.5,1.9,8.4,16.2,-0.33,-0.02,-0.26,0.62,0101000020E6100000BDF7DCAE3CC51540A0CAC4083C764A40,0,0.420594817,0.107468592,6.084023406,-3
2002,5/16/2013 17:38,52.9238518,5.4425379,-1,\N,18.6,\N,8.1,1.7,6.6,7.8,-0.38,-0.07,-0.34,0.42,0101000020E61000004AF6BEA728C51540E5AC99C640764A40,0,0.514684369,0.107528157,-18.23231695,0
2002,5/16/2013 18:38,52.9236507,5.4427067,-2,\N,17.7,\N,12.4,2.6,16.1,17,-0.84,-0.4,-0.38,0.82,0101000020E61000005DE1B8E754C51540B9B6A62F3A764A40,0,1.004987562,0.566386177,-34.22031398,-1
2002,5/16/2013 19:39,52.9238393,5.4423056,-2,\N,18.4,\N,37.7,2.5,5.8,6.9,-0.31,-0.05,-0.05,0.5,0101000020E6100000C3595BC2EBC415403821BE5D40764A40,0,0.317962262,0.220795498,-5.294306139,0
2002,5/16/2013 20:14,52.9307398,5.4376675,-5,\N,16,\N,14,3.1,21.6,14.5,-1.83,-1.87,0.95,1.94,0101000020E61000009C16BCE82BC01540F40A557B22774A40,0,2.783576836,2.747463478,-37.91170083,-2
2002,5/16/2013 20:23,52.9306606,5.437702,-6,\N,23.6,\N,9.1,2.9,20.1,33,-1.2,0,-0.54,1.66,0101000020E61000003E93FDF334C015407F56F4E21F774A40,0,1.315902732,0.637895061,10.2688736,-3
2002,5/16/2013 20:33,52.930539,5.4380382,-3,\N,22.6,\N,8.2,2.9,21.8,32.7,-2.23,-0.56,-1.17,1.82,0101000020E61000004798FD158DC015408753E6E61B774A40,0,2.579806194,1.161201515,-17.34300438,0
2002,5/16/2013 20:43,52.9305812,5.4381804,9,\N,24.4,\N,9.3,3.1,19.1,27.6,-1.24,-0.36,-0.52,1.6,0101000020E610000028FEDE5CB2C01540DF22E6481D774A40,0,1.391977011,0.739075641,-19.0199446,12
2002,5/16/2013 20:53,52.9306903,5.4381366,-7,\N,24.7,\N,9.3,3.4,25,29.8,-1.72,-0.58,-0.72,1.79,0101000020E6100000F8B880E1A6C015402B9A18DC20774A40,0,1.952741662,1.060398392,-23.00309876,-4
2002,5/16/2013 21:03,52.9306541,5.4381774,-2,\N,24.7,\N,26.3,1.5,6.3,5.2,-0.21,0,-0.1,0.36,0101000020E61000009F628B93B1C01540B4B16DAC1F774A40,0,0.232594067,0.108371222,10.58225877,1
2002,5/16/2013 21:13,52.9306466,5.4381773,-2,\N,24.9,\N,7.6,1.5,5.8,8.4,-1.13,-0.04,-0.64,0.48,0101000020E6100000F965D58CB1C015401A91836D1F774A40,0,1.299269025,0.519197449,7.444699893,1
2002,5/16/2013 21:23,52.9308394,5.4381222,-2,\N,24.9,\N,9.6,1.6,6.1,7.2,-0.53,-0.42,-0.12,0.36,0101000020E6100000359B221BA3C01540056AD6BE25774A40,0,0.686804193,0.529199074,-44.04044081,3
2002,5/16/2013 21:34,52.9308549,5.4381323,-3,\N,26.7,\N,8.7,1.6,6.8,7.7,-0.57,0.12,-0.35,0.42,0101000020E6100000F948EFC0A5C015402269DC4026774A40,0,0.67955868,0.290260195,36.70307739,2
2002,5/16/2013 21:44,52.9308601,5.4381414,0,\N,26.3,\N,8,2.5,9.4,8.4,-1.06,0.26,-0.82,0.45,0101000020E61000003918A023A8C015405D537B6C26774A40,0,1.365137356,0.486513836,47.60319926,5
2002,5/16/2013 21:54,52.930855,5.4381147,0,\N,25.7,\N,7.8,2.3,9.3,8.8,-1.15,0.38,-0.91,0.46,0101000020E61000006096D123A1C01540B728B34126774A40,0,1.514925741,0.592004499,55.39580618,5
2002,5/16/2013 22:04,52.9308662,5.4380922,-1,\N,25.9,\N,7.9,2.8,10.7,18,-2.58,-1.07,-1.6,1.04,0101000020E6100000E087DE3D9BC01540D4F9A69F26774A40,0,3.218897327,1.425697289,-35.1439077,4
2002,5/16/2013 22:14,52.9308695,5.4380752,-10,\N,26.8,\N,10,2.8,12.4,26.1,-2.35,-0.74,-1.87,1.18,0101000020E610000030C104C996C0154004AC55BB26774A40,0,3.093056741,0.947010738,-32.86888744,-5
2002,5/16/2013 22:23,52.9308638,5.4380352,-10,\N,25.4,\N,10.1,2.9,9.4,20.3,-2.16,-0.84,-1.69,0.85,0101000020E6100000BEFCA94C8CC01540E003858B26774A40,0,2.868327039,0.988559497,-39.70436588,-5
2002,5/16/2013 22:34,52.9308784,5.4379625,-6,\N,25,\N,10.1,2.8,14.5,26.5,-1.72,-0.66,-1.29,0.93,0101000020E6100000637FD93D79C01540C246FE0527774A40,0,2.24902201,0.807347549,-37.72816164,-1
2002,5/16/2013 22:44,52.9308697,5.4379748,0,\N,27.6,\N,9.2,2.7,8.5,18.5,-1.15,-0.11,-1.12,0.83,0101000020E610000079E349777CC015402E2B03BD26774A40,0,1.609036979,0.246672162,-0.121148713,5
2002,5/16/2013 22:54,52.9308516,5.4380048,-9,\N,27.1,\N,8.3,2.6,8.6,16.4,-1.29,-0.05,-1.11,0.72,0101000020E6100000CEF68D5484C01540F2B62D2526774A40,0,1.702556901,0.366601995,11.40239583,-4
2002,5/16/2013 23:03,52.9309593,5.4380139,-14,\N,26.5,\N,8.8,2.4,12.9,14.2,-1.56,-0.4,-1.07,0.67,0101000020E61000000EC63EB786C015401AB4A1AC29774A40,0,1.933520106,0.672734178,-21.84848989,-9
2002,5/16/2013 23:14,52.9309462,5.4380277,-6,\N,26.8,\N,10.3,2.3,15.2,19.7,-3.09,0.05,-1.4,1.05,0101000020E6100000E9F758558AC01540F1AABD3E29774A40,0,3.392727516,1.642896542,12.03686689,-1
2002,5/16/2013 23:23,52.9309195,5.4380469,0,\N,26.1,\N,10.5,2.1,19.1,19.7,-2.02,-0.3,-0.57,1.1,0101000020E6100000EC74D65D8FC01540B6DAC35E28774A40,0,2.120212254,1.288094543,-4.774585458,5
2002,5/16/2013 23:33,52.9309074,5.4380668,0,\N,25.9,\N,9.6,3,19.6,14.9,-0.98,-1.2,0,0.99,0101000020E61000007EDA4D9594C015405D4D43F927774A40,0,1.549322433,1.403302794,-51.7293809,5
2002,5/16/2013 23:43,52.9308908,5.4381412,0,\N,26,\N,8.6,2.9,17.4,14.3,-1.19,-0.35,-0.3,0.84,0101000020E6100000EB1E3416A8C01540DA12036E27774A40,0,1.276166133,0.825231434,-16.59189598,5
2002,5/16/2013 23:53,52.9307314,5.440206,0,\N,23.8,\N,7.7,2.9,14.9,15.4,-2.03,-0.2,-0.48,0.83,0101000020E61000000C03965CC5C215401E2EDE3422774A40,0,2.095542889,1.3382675,-0.284330227,2
2002,5/17/2013 0:03,52.9307557,5.4402053,-4,\N,24,\N,27.6,1.6,7,6.4,-0.39,0.09,-0.11,0.39,0101000020E61000007D1A9C2DC5C215406508B60023774A40,0,0.415090352,0.268387149,28.1377025,-2
2002,5/17/2013 0:13,52.9307323,5.4401934,-6,\N,24.5,\N,7.8,2,7.1,11.2,-0.9,0.34,-0.67,0.52,0101000020E610000002A9030FC2C215405AEA6A3C22774A40,0,1.17239072,0.510879209,56.0514768,-4
2002,5/17/2013 0:23,52.9307767,5.4401734,-7,\N,24.5,\N,7.9,2.2,8.3,11.7,-1.28,-0.04,-0.7,0.55,0101000020E6100000C946D6D0BCC215407D30DFB023774A40,0,1.459451952,0.603336298,7.766467628,-5
2002,5/17/2013 0:33,52.9308045,5.4401495,-5,\N,25.9,\N,8,3,7.4,15,-1.6,-0.17,-1.18,0.77,0101000020E61000002C67EF8CB6C215401D3C139A24774A40,0,1.995319523,0.572752013,-1.755385736,-3
2002,5/17/2013 0:43,52.9308132,5.440173,-4,\N,24.9,\N,8,2.6,6.6,14,-1.5,-0.1,-1.06,0.61,0101000020E61000002E54FEB5BCC21540B2570EE324774A40,0,1.839456441,0.561712578,4.355589093,-2
2002,5/17/2013 0:52,52.9308155,5.4401447,-7,\N,28,\N,8.1,2.6,7.5,11.5,-0.99,0.06,-0.77,0.55,0101000020E6100000EB07D04AB5C21540118E59F624774A40,0,1.255627333,0.352870663,25.80130568,-5
2002,5/17/2013 1:02,52.9307965,5.44012,-5,\N,28.5,\N,8.1,2.4,7.3,9.1,-0.74,-0.11,-0.63,0.5,0101000020E6100000184339D1AEC215409A5DF75624774A40,0,0.978059303,0.219911545,-10.30737942,-3
2002,5/17/2013 1:12,52.9308066,5.4401573,-2,\N,29.6,\N,8.2,2.4,7.2,7.7,-0.65,-0.06,-0.51,0.47,0101000020E6100000F5616298B8C2154052F3B0AB24774A40,0,0.828371897,0.213434092,0.50849695,0
2002,5/17/2013 1:22,52.9308041,5.4401348,-5,\N,29.9,\N,8.3,2.1,8.7,7.6,-0.96,-0.01,-0.53,0.47,0101000020E610000075536FB2B2C21540CA3DB89624774A40,0,1.096631205,0.451166539,10.35020179,-3
2002,5/17/2013 1:32,52.930818,5.4401479,-6,\N,29.4,\N,7.4,2,10.1,12.7,-1.7,0.06,-1.32,0.7,0101000020E6100000C19C8F21B6C215409A43520B25774A40,0,2.153137246,0.592821097,21.8775788,-4
2002,5/17/2013 1:42,52.9308377,5.4401133,4,\N,30.1,\N,8.4,2.8,11,37,0.02,-2.32,1.45,1.09,0101000020E61000007823980FADC2154022B193B025774A40,0,2.735927631,2.53203456,-65.90658203,6
2002,5/17/2013 1:52,52.9308396,5.440117,-6,\N,28.3,\N,8.5,2,8.3,16.3,-1.15,-0.06,-0.94,0.73,0101000020E61000008FA7E507AEC215402EE983C025774A40,0,1.48650597,0.354829693,7.985921828,-4
2002,5/17/2013 2:02,52.9308581,5.4400737,-14,\N,27.9,\N,11.6,2.2,18.6,32,-1.7,-1.44,-1.25,1.88,0101000020E6100000A15115AEA2C21540BD5BB45B26774A40,0,2.55462326,1.454993787,-60.98213785,-12
2002,5/17/2013 2:11,52.9308351,5.4400928,5,\N,27.4,\N,10.6,2,13.1,22.9,-0.62,-1.5,-0.14,0.94,0101000020E6100000FED1DCAFA7C21540053CC49A25774A40,0,1.629110187,1.526338166,-70.01932906,7
